match_id,coach_id,team
8176,3653,South Sydney Rabbitohs
8173,3607,Glebe
8174,3612,Balmain Tigers
8179,3612,Balmain Tigers
8177,3607,Glebe
8178,3653,South Sydney Rabbitohs
8180,3653,South Sydney Rabbitohs
8182,3612,Balmain Tigers
8184,3653,South Sydney Rabbitohs
8181,3607,Glebe
8188,3612,Balmain Tigers
8185,3607,Glebe
8192,3607,Glebe
8191,3653,South Sydney Rabbitohs
8195,3612,Balmain Tigers
8194,3607,Glebe
8194,3653,South Sydney Rabbitohs
8198,3612,Balmain Tigers
8198,3607,Glebe
8197,3653,South Sydney Rabbitohs
8204,3607,Glebe
8202,3612,Balmain Tigers
8206,3612,Balmain Tigers
8206,3653,South Sydney Rabbitohs
8212,3607,Glebe
8212,3612,Balmain Tigers
8210,3653,South Sydney Rabbitohs
8214,8623,South Sydney Rabbitohs
8214,3607,Glebe
8215,8623,South Sydney Rabbitohs
8216,3612,Balmain Tigers
8216,3653,South Sydney Rabbitohs
8223,3612,Balmain Tigers
8221,3653,South Sydney Rabbitohs
8226,3653,South Sydney Rabbitohs
8227,3612,Balmain Tigers
8231,3653,South Sydney Rabbitohs
8230,3612,Balmain Tigers
8234,3612,Balmain Tigers
8232,3653,South Sydney Rabbitohs
8238,3612,Balmain Tigers
8237,3653,South Sydney Rabbitohs
8241,3612,Balmain Tigers
8242,3653,South Sydney Rabbitohs
8244,3612,Balmain Tigers
8247,3653,South Sydney Rabbitohs
8251,3612,Balmain Tigers
8248,3653,South Sydney Rabbitohs
8252,3612,Balmain Tigers
8255,3653,South Sydney Rabbitohs
8256,3612,Balmain Tigers
8257,3653,South Sydney Rabbitohs
8712,3623,Glebe
8714,3674,Eastern Suburbs
8711,8775,North Sydney
8711,3653,South Sydney Rabbitohs
8713,8691,Western Suburbs Magpies
8713,3582,Balmain Tigers
8715,3653,South Sydney Rabbitohs
8717,3582,Balmain Tigers
8717,3623,Glebe
8718,3674,Eastern Suburbs
8718,8691,Western Suburbs Magpies
8716,8775,North Sydney
8719,3582,Balmain Tigers
8719,3653,South Sydney Rabbitohs
8722,3623,Glebe
8722,3674,Eastern Suburbs
8720,8775,North Sydney
8721,8691,Western Suburbs Magpies
8724,3582,Balmain Tigers
8724,8775,North Sydney
8725,3674,Eastern Suburbs
8725,3653,South Sydney Rabbitohs
8723,3623,Glebe
8723,8691,Western Suburbs Magpies
8727,3582,Balmain Tigers
8728,3674,Eastern Suburbs
8728,8775,North Sydney
8729,3623,Glebe
8730,8691,Western Suburbs Magpies
8730,3653,South Sydney Rabbitohs
8731,3674,Eastern Suburbs
8734,3582,Balmain Tigers
8732,8775,North Sydney
8732,8691,Western Suburbs Magpies
8733,3653,South Sydney Rabbitohs
8733,3623,Glebe
8736,3582,Balmain Tigers
8736,3674,Eastern Suburbs
8735,3623,Glebe
8735,8775,North Sydney
8738,3653,South Sydney Rabbitohs
8737,8691,Western Suburbs Magpies
8739,3623,Glebe
8740,3582,Balmain Tigers
8740,8691,Western Suburbs Magpies
8741,3674,Eastern Suburbs
8742,3653,South Sydney Rabbitohs
8742,8775,North Sydney
8745,3623,Glebe
8745,3582,Balmain Tigers
8744,8775,North Sydney
8743,3653,South Sydney Rabbitohs
8746,8691,Western Suburbs Magpies
8746,3674,Eastern Suburbs
8747,8775,North Sydney
8749,3674,Eastern Suburbs
8749,3623,Glebe
8748,8691,Western Suburbs Magpies
8750,3653,South Sydney Rabbitohs
8750,3582,Balmain Tigers
8753,8775,North Sydney
8753,3582,Balmain Tigers
8754,3653,South Sydney Rabbitohs
8754,3674,Eastern Suburbs
8752,8691,Western Suburbs Magpies
8752,3623,Glebe
8757,3582,Balmain Tigers
8755,3623,Glebe
8758,8775,North Sydney
8758,3674,Eastern Suburbs
8756,3653,South Sydney Rabbitohs
8756,8691,Western Suburbs Magpies
8760,3582,Balmain Tigers
8761,3674,Eastern Suburbs
8759,3623,Glebe
8759,3653,South Sydney Rabbitohs
8762,8691,Western Suburbs Magpies
8762,8775,North Sydney
8763,8691,Western Suburbs Magpies
8766,3674,Eastern Suburbs
8766,3582,Balmain Tigers
8764,3653,South Sydney Rabbitohs
8765,8775,North Sydney
8765,3623,Glebe
7178,902,Melbourne Storm
7178,2835,Wests Tigers
7179,6075,Brisbane Broncos
7179,2826,North Queensland Cowboys
7180,239,Warriors
7180,1070,Parramatta Eels
7181,211,Cronulla Sutherland Sharks
7181,1155,Penrith Panthers
7182,260,Manly Warringah Sea Eagles
7182,5544,Canberra Raiders
7183,2831,Newcastle Knights
7183,1236,Bulldogs
7184,469,Gold Coast Titans
7184,530,St George Illawarra Dragons
7185,1515,Sydney Roosters
7185,243,South Sydney Rabbitohs
7187,1155,Penrith Panthers
7187,1236,Bulldogs
7186,530,St George Illawarra Dragons
7186,2831,Newcastle Knights
7188,2835,Wests Tigers
7188,260,Manly Warringah Sea Eagles
7189,5544,Canberra Raiders
7189,902,Melbourne Storm
7190,2826,North Queensland Cowboys
7190,1515,Sydney Roosters
7191,239,Warriors
7191,6075,Brisbane Broncos
7192,243,South Sydney Rabbitohs
7192,1070,Parramatta Eels
7193,469,Gold Coast Titans
7193,211,Cronulla Sutherland Sharks
7206,6075,Brisbane Broncos
7206,1155,Penrith Panthers
7207,1070,Parramatta Eels
7207,2835,Wests Tigers
7208,530,St George Illawarra Dragons
7208,2826,North Queensland Cowboys
7209,211,Cronulla Sutherland Sharks
7209,243,South Sydney Rabbitohs
7210,902,Melbourne Storm
7210,239,Warriors
7211,1236,Bulldogs
7211,469,Gold Coast Titans
7212,1515,Sydney Roosters
7212,260,Manly Warringah Sea Eagles
7213,5544,Canberra Raiders
7213,2831,Newcastle Knights
7214,243,South Sydney Rabbitohs
7214,1236,Bulldogs
7215,1515,Sydney Roosters
7215,6075,Brisbane Broncos
7216,2831,Newcastle Knights
7216,902,Melbourne Storm
7217,2826,North Queensland Cowboys
7217,2835,Wests Tigers
7218,1070,Parramatta Eels
7218,5544,Canberra Raiders
7219,260,Manly Warringah Sea Eagles
7219,239,Warriors
7220,1155,Penrith Panthers
7220,469,Gold Coast Titans
7221,211,Cronulla Sutherland Sharks
7221,530,St George Illawarra Dragons
7223,469,Gold Coast Titans
7223,6075,Brisbane Broncos
7222,1155,Penrith Panthers
7222,1070,Parramatta Eels
7224,530,St George Illawarra Dragons
7224,902,Melbourne Storm
7225,1236,Bulldogs
7225,260,Manly Warringah Sea Eagles
7226,239,Warriors
7226,2826,North Queensland Cowboys
7227,243,South Sydney Rabbitohs
7227,2831,Newcastle Knights
7228,2835,Wests Tigers
7228,211,Cronulla Sutherland Sharks
7229,5544,Canberra Raiders
7229,1515,Sydney Roosters
7230,902,Melbourne Storm
7230,1155,Penrith Panthers
7231,211,Cronulla Sutherland Sharks
7231,5544,Canberra Raiders
7232,260,Manly Warringah Sea Eagles
7232,469,Gold Coast Titans
7233,1070,Parramatta Eels
7233,1236,Bulldogs
7234,2831,Newcastle Knights
7234,6075,Brisbane Broncos
7235,2826,North Queensland Cowboys
7235,243,South Sydney Rabbitohs
7236,1515,Sydney Roosters
7236,530,St George Illawarra Dragons
7238,6075,Brisbane Broncos
7238,902,Melbourne Storm
7237,1236,Bulldogs
7237,2835,Wests Tigers
7239,1155,Penrith Panthers
7239,5544,Canberra Raiders
7240,2826,North Queensland Cowboys
7240,260,Manly Warringah Sea Eagles
7241,243,South Sydney Rabbitohs
7241,239,Warriors
7242,469,Gold Coast Titans
7242,1070,Parramatta Eels
7243,2831,Newcastle Knights
7243,211,Cronulla Sutherland Sharks
7244,6075,Brisbane Broncos
7244,243,South Sydney Rabbitohs
7245,530,St George Illawarra Dragons
7245,1155,Penrith Panthers
7246,239,Warriors
7246,211,Cronulla Sutherland Sharks
7247,1070,Parramatta Eels
7247,1515,Sydney Roosters
7248,2835,Wests Tigers
7248,902,Melbourne Storm
7249,5544,Canberra Raiders
7249,260,Manly Warringah Sea Eagles
7250,1236,Bulldogs
7250,2831,Newcastle Knights
7251,469,Gold Coast Titans
7251,2826,North Queensland Cowboys
7252,211,Cronulla Sutherland Sharks
7252,6075,Brisbane Broncos
7253,260,Manly Warringah Sea Eagles
7253,1070,Parramatta Eels
7254,2831,Newcastle Knights
7254,239,Warriors
7256,2826,North Queensland Cowboys
7256,1155,Penrith Panthers
7255,243,South Sydney Rabbitohs
7255,5544,Canberra Raiders
7257,1515,Sydney Roosters
7257,469,Gold Coast Titans
7258,2835,Wests Tigers
7258,530,St George Illawarra Dragons
7259,902,Melbourne Storm
7259,1236,Bulldogs
7260,530,St George Illawarra Dragons
7260,469,Gold Coast Titans
7261,1070,Parramatta Eels
7261,2826,North Queensland Cowboys
7262,902,Melbourne Storm
7262,1515,Sydney Roosters
7263,239,Warriors
7263,2835,Wests Tigers
7264,1236,Bulldogs
7264,211,Cronulla Sutherland Sharks
7265,260,Manly Warringah Sea Eagles
7265,6075,Brisbane Broncos
7266,1236,Bulldogs
7266,2826,North Queensland Cowboys
7267,5544,Canberra Raiders
7267,530,St George Illawarra Dragons
7268,260,Manly Warringah Sea Eagles
7268,902,Melbourne Storm
7269,211,Cronulla Sutherland Sharks
7269,1515,Sydney Roosters
7270,469,Gold Coast Titans
7270,243,South Sydney Rabbitohs
7271,6075,Brisbane Broncos
7271,2831,Newcastle Knights
7272,1155,Penrith Panthers
7272,2835,Wests Tigers
7273,1070,Parramatta Eels
7273,239,Warriors
7274,1155,Penrith Panthers
7274,260,Manly Warringah Sea Eagles
7275,530,St George Illawarra Dragons
7275,6075,Brisbane Broncos
7276,1515,Sydney Roosters
7276,2831,Newcastle Knights
7277,902,Melbourne Storm
7277,243,South Sydney Rabbitohs
7278,2826,North Queensland Cowboys
7278,211,Cronulla Sutherland Sharks
7279,469,Gold Coast Titans
7279,5544,Canberra Raiders
7280,239,Warriors
7280,1236,Bulldogs
7281,2835,Wests Tigers
7281,1070,Parramatta Eels
7282,243,South Sydney Rabbitohs
7282,1155,Penrith Panthers
7283,5544,Canberra Raiders
7283,1070,Parramatta Eels
7284,1515,Sydney Roosters
7284,2826,North Queensland Cowboys
7285,239,Warriors
7285,902,Melbourne Storm
7286,2831,Newcastle Knights
7286,2835,Wests Tigers
7287,530,St George Illawarra Dragons
7287,211,Cronulla Sutherland Sharks
7289,1236,Bulldogs
7289,6075,Brisbane Broncos
7288,260,Manly Warringah Sea Eagles
7288,243,South Sydney Rabbitohs
7290,211,Cronulla Sutherland Sharks
7290,239,Warriors
7292,2826,North Queensland Cowboys
7292,902,Melbourne Storm
7291,1155,Penrith Panthers
7291,1515,Sydney Roosters
7293,1070,Parramatta Eels
7293,530,St George Illawarra Dragons
7294,2835,Wests Tigers
7294,469,Gold Coast Titans
7295,2831,Newcastle Knights
7295,5544,Canberra Raiders
7297,239,Warriors
7297,1155,Penrith Panthers
7296,260,Manly Warringah Sea Eagles
7296,1236,Bulldogs
7298,5544,Canberra Raiders
7298,2826,North Queensland Cowboys
7299,469,Gold Coast Titans
7299,2831,Newcastle Knights
7300,1515,Sydney Roosters
7300,1070,Parramatta Eels
7301,243,South Sydney Rabbitohs
7301,211,Cronulla Sutherland Sharks
7302,902,Melbourne Storm
7302,530,St George Illawarra Dragons
7303,6075,Brisbane Broncos
7303,2835,Wests Tigers
7304,2831,Newcastle Knights
7304,243,South Sydney Rabbitohs
7305,469,Gold Coast Titans
7305,239,Warriors
7306,1155,Penrith Panthers
7306,6075,Brisbane Broncos
7307,5544,Canberra Raiders
7307,2835,Wests Tigers
7308,530,St George Illawarra Dragons
7308,260,Manly Warringah Sea Eagles
7309,1236,Bulldogs
7309,1515,Sydney Roosters
7311,6075,Brisbane Broncos
7311,469,Gold Coast Titans
7310,2835,Wests Tigers
7310,1155,Penrith Panthers
7312,243,South Sydney Rabbitohs
7312,902,Melbourne Storm
7314,260,Manly Warringah Sea Eagles
7314,1515,Sydney Roosters
7313,2826,North Queensland Cowboys
7313,239,Warriors
7315,530,St George Illawarra Dragons
7315,5544,Canberra Raiders
7316,211,Cronulla Sutherland Sharks
7316,1236,Bulldogs
7317,1070,Parramatta Eels
7317,2831,Newcastle Knights
7318,260,Manly Warringah Sea Eagles
7318,2835,Wests Tigers
7319,2826,North Queensland Cowboys
7319,6075,Brisbane Broncos
7320,1236,Bulldogs
7320,1155,Penrith Panthers
7321,470,Sydney Roosters
7321,211,Cronulla Sutherland Sharks
7322,239,Warriors
7322,530,St George Illawarra Dragons
7323,5544,Canberra Raiders
7323,469,Gold Coast Titans
7324,1070,Parramatta Eels
7324,243,South Sydney Rabbitohs
7325,902,Melbourne Storm
7325,2831,Newcastle Knights
7326,211,Cronulla Sutherland Sharks
7326,260,Manly Warringah Sea Eagles
7327,469,Gold Coast Titans
7327,1236,Bulldogs
7328,1155,Penrith Panthers
7328,530,St George Illawarra Dragons
7330,902,Melbourne Storm
7330,5544,Canberra Raiders
7329,2831,Newcastle Knights
7329,470,Sydney Roosters
7331,2835,Wests Tigers
7331,239,Warriors
7332,243,South Sydney Rabbitohs
7332,2826,North Queensland Cowboys
7333,6075,Brisbane Broncos
7333,1070,Parramatta Eels
7335,5544,Canberra Raiders
7335,1155,Penrith Panthers
7334,470,Sydney Roosters
7334,902,Melbourne Storm
7336,239,Warriors
7336,2831,Newcastle Knights
7337,530,St George Illawarra Dragons
7337,1236,Bulldogs
7338,243,South Sydney Rabbitohs
7338,469,Gold Coast Titans
7339,6075,Brisbane Broncos
7339,211,Cronulla Sutherland Sharks
7340,1070,Parramatta Eels
7340,260,Manly Warringah Sea Eagles
7341,2835,Wests Tigers
7341,2826,North Queensland Cowboys
7342,1236,Bulldogs
7342,1070,Parramatta Eels
7343,2831,Newcastle Knights
7343,530,St George Illawarra Dragons
7344,469,Gold Coast Titans
7344,2835,Wests Tigers
7345,2826,North Queensland Cowboys
7345,5544,Canberra Raiders
7346,1155,Penrith Panthers
7346,243,South Sydney Rabbitohs
7347,470,Sydney Roosters
7347,239,Warriors
7348,6075,Brisbane Broncos
7348,260,Manly Warringah Sea Eagles
7349,211,Cronulla Sutherland Sharks
7349,902,Melbourne Storm
7350,260,Manly Warringah Sea Eagles
7350,2831,Newcastle Knights
7351,2835,Wests Tigers
7351,470,Sydney Roosters
7352,239,Warriors
7352,469,Gold Coast Titans
7353,1070,Parramatta Eels
7353,211,Cronulla Sutherland Sharks
7354,530,St George Illawarra Dragons
7354,243,South Sydney Rabbitohs
7355,1236,Bulldogs
7355,5544,Canberra Raiders
7356,902,Melbourne Storm
7356,6075,Brisbane Broncos
7357,1155,Penrith Panthers
7357,2826,North Queensland Cowboys
7359,6075,Brisbane Broncos
7359,1236,Bulldogs
7358,902,Melbourne Storm
7358,1070,Parramatta Eels
7360,211,Cronulla Sutherland Sharks
7360,2835,Wests Tigers
7362,5544,Canberra Raiders
7362,239,Warriors
7361,2826,North Queensland Cowboys
7361,530,St George Illawarra Dragons
7363,469,Gold Coast Titans
7363,470,Sydney Roosters
7364,2831,Newcastle Knights
7364,1155,Penrith Panthers
7365,243,South Sydney Rabbitohs
7365,260,Manly Warringah Sea Eagles
7366,1236,Bulldogs
7366,902,Melbourne Storm
7367,2831,Newcastle Knights
7367,2826,North Queensland Cowboys
7368,211,Cronulla Sutherland Sharks
7368,469,Gold Coast Titans
7369,470,Sydney Roosters
7369,1155,Penrith Panthers
7371,239,Warriors
7371,260,Manly Warringah Sea Eagles
7370,6075,Brisbane Broncos
7370,5544,Canberra Raiders
7372,2835,Wests Tigers
7372,243,South Sydney Rabbitohs
7373,530,St George Illawarra Dragons
7373,1070,Parramatta Eels
7374,2826,North Queensland Cowboys
7374,1236,Bulldogs
7375,2835,Wests Tigers
7375,2831,Newcastle Knights
7376,243,South Sydney Rabbitohs
7376,470,Sydney Roosters
7377,5544,Canberra Raiders
7377,211,Cronulla Sutherland Sharks
7378,1155,Penrith Panthers
7378,239,Warriors
7379,260,Manly Warringah Sea Eagles
7379,530,St George Illawarra Dragons
7380,1070,Parramatta Eels
7380,6075,Brisbane Broncos
7381,902,Melbourne Storm
7381,469,Gold Coast Titans
7740,239,Warriors
7740,1070,Parramatta Eels
7741,2826,North Queensland Cowboys
7741,1236,Bulldogs
7742,260,Manly Warringah Sea Eagles
7742,243,South Sydney Rabbitohs
7743,902,Melbourne Storm
7743,6075,Brisbane Broncos
7744,1070,Parramatta Eels
7744,1236,Bulldogs
7745,2826,North Queensland Cowboys
7745,239,Warriors
7746,260,Manly Warringah Sea Eagles
7746,2826,North Queensland Cowboys
7747,902,Melbourne Storm
7747,1070,Parramatta Eels
7748,902,Melbourne Storm
7748,260,Manly Warringah Sea Eagles
8001,243,South Sydney Rabbitohs
8001,470,Sydney Roosters
8000,469,Gold Coast Titans
8000,2826,North Queensland Cowboys
8002,1070,Parramatta Eels
8002,1236,Bulldogs
8003,260,Manly Warringah Sea Eagles
8003,211,Cronulla Sutherland Sharks
8004,2831,Newcastle Knights
8004,5544,Canberra Raiders
8005,6075,Brisbane Broncos
8005,1155,Penrith Panthers
8006,2835,Wests Tigers
8006,530,St George Illawarra Dragons
8007,902,Melbourne Storm
8007,239,Warriors
14482,243,South Sydney Rabbitohs
14482,1236,Bulldogs
14481,470,Sydney Roosters
14481,6075,Brisbane Broncos
14483,1155,Penrith Panthers
14483,5544,Canberra Raiders
14484,2831,Newcastle Knights
14484,260,Manly Warringah Sea Eagles
14485,2826,North Queensland Cowboys
14485,2835,Wests Tigers
14486,239,Warriors
14486,1070,Parramatta Eels
14487,902,Melbourne Storm
14487,211,Cronulla Sutherland Sharks
14488,530,St George Illawarra Dragons
14488,469,Gold Coast Titans
14490,1070,Parramatta Eels
14490,2831,Newcastle Knights
14489,6075,Brisbane Broncos
14489,2826,North Queensland Cowboys
14491,470,Sydney Roosters
14491,902,Melbourne Storm
14492,5544,Canberra Raiders
14492,530,St George Illawarra Dragons
14493,469,Gold Coast Titans
14493,211,Cronulla Sutherland Sharks
14494,1155,Penrith Panthers
14494,243,South Sydney Rabbitohs
14495,1236,Bulldogs
14495,2835,Wests Tigers
14496,260,Manly Warringah Sea Eagles
14496,239,Warriors
14498,1236,Bulldogs
14498,470,Sydney Roosters
14497,902,Melbourne Storm
14497,6075,Brisbane Broncos
14499,530,St George Illawarra Dragons
14499,211,Cronulla Sutherland Sharks
14500,469,Gold Coast Titans
14500,5544,Canberra Raiders
14501,2826,North Queensland Cowboys
14501,1070,Parramatta Eels
14503,239,Warriors
14503,2831,Newcastle Knights
14502,260,Manly Warringah Sea Eagles
14502,243,South Sydney Rabbitohs
14504,2835,Wests Tigers
14504,1155,Penrith Panthers
14505,902,Melbourne Storm
14505,260,Manly Warringah Sea Eagles
14506,1070,Parramatta Eels
14506,469,Gold Coast Titans
14508,1155,Penrith Panthers
14508,470,Sydney Roosters
14507,530,St George Illawarra Dragons
14507,2826,North Queensland Cowboys
14509,239,Warriors
14509,1236,Bulldogs
14510,5544,Canberra Raiders
14510,2835,Wests Tigers
14511,2831,Newcastle Knights
14511,6075,Brisbane Broncos
14512,243,South Sydney Rabbitohs
14512,211,Cronulla Sutherland Sharks
14513,469,Gold Coast Titans
14513,6075,Brisbane Broncos
14514,1070,Parramatta Eels
14514,260,Manly Warringah Sea Eagles
14515,1236,Bulldogs
14515,530,St George Illawarra Dragons
14517,211,Cronulla Sutherland Sharks
14517,1155,Penrith Panthers
14516,2826,North Queensland Cowboys
14516,239,Warriors
14518,470,Sydney Roosters
14518,2831,Newcastle Knights
14519,2835,Wests Tigers
14519,243,South Sydney Rabbitohs
14520,5544,Canberra Raiders
14520,902,Melbourne Storm
14521,530,St George Illawarra Dragons
14521,470,Sydney Roosters
14522,6075,Brisbane Broncos
14522,243,South Sydney Rabbitohs
14523,260,Manly Warringah Sea Eagles
14523,1236,Bulldogs
14524,2826,North Queensland Cowboys
14524,902,Melbourne Storm
14525,469,Gold Coast Titans
14525,239,Warriors
14526,211,Cronulla Sutherland Sharks
14526,2835,Wests Tigers
14527,2831,Newcastle Knights
14527,469,Gold Coast Titans
14528,1155,Penrith Panthers
14528,1070,Parramatta Eels
14529,2835,Wests Tigers
14529,6075,Brisbane Broncos
14531,239,Warriors
14531,5544,Canberra Raiders
14530,243,South Sydney Rabbitohs
14530,2826,North Queensland Cowboys
14532,470,Sydney Roosters
14532,5544,Canberra Raiders
14533,1236,Bulldogs
14533,1155,Penrith Panthers
14534,2826,North Queensland Cowboys
14534,211,Cronulla Sutherland Sharks
14535,6075,Brisbane Broncos
14535,260,Manly Warringah Sea Eagles
14536,1070,Parramatta Eels
14536,530,St George Illawarra Dragons
14537,902,Melbourne Storm
14537,2831,Newcastle Knights
14539,469,Gold Coast Titans
14539,1236,Bulldogs
14538,1070,Parramatta Eels
14538,470,Sydney Roosters
14540,211,Cronulla Sutherland Sharks
14540,6075,Brisbane Broncos
14542,260,Manly Warringah Sea Eagles
14542,2826,North Queensland Cowboys
14541,530,St George Illawarra Dragons
14541,902,Melbourne Storm
14543,1155,Penrith Panthers
14543,239,Warriors
14544,2831,Newcastle Knights
14544,2835,Wests Tigers
14545,5544,Canberra Raiders
14545,243,South Sydney Rabbitohs
14557,260,Manly Warringah Sea Eagles
14557,530,St George Illawarra Dragons
14558,243,South Sydney Rabbitohs
14558,902,Melbourne Storm
14559,239,Warriors
14559,470,Sydney Roosters
14560,2835,Wests Tigers
14560,469,Gold Coast Titans
14561,1236,Bulldogs
14561,211,Cronulla Sutherland Sharks
14562,6075,Brisbane Broncos
14562,1070,Parramatta Eels
14563,5544,Canberra Raiders
14563,260,Manly Warringah Sea Eagles
14564,902,Melbourne Storm
14564,1236,Bulldogs
14565,2831,Newcastle Knights
14565,239,Warriors
14566,3465,North Queensland Cowboys
14566,1155,Penrith Panthers
14567,243,South Sydney Rabbitohs
14567,530,St George Illawarra Dragons
14568,211,Cronulla Sutherland Sharks
14568,469,Gold Coast Titans
14569,470,Sydney Roosters
14569,2835,Wests Tigers
14571,239,Warriors
14571,243,South Sydney Rabbitohs
14570,530,St George Illawarra Dragons
14570,6075,Brisbane Broncos
14572,1236,Bulldogs
14572,2831,Newcastle Knights
14573,1070,Parramatta Eels
14573,5544,Canberra Raiders
14574,2835,Wests Tigers
14574,3465,North Queensland Cowboys
14575,1155,Penrith Panthers
14575,211,Cronulla Sutherland Sharks
14576,260,Manly Warringah Sea Eagles
14576,470,Sydney Roosters
14577,469,Gold Coast Titans
14577,902,Melbourne Storm
14581,470,Sydney Roosters
14581,1155,Penrith Panthers
14582,211,Cronulla Sutherland Sharks
14582,239,Warriors
14584,5544,Canberra Raiders
14584,6075,Brisbane Broncos
14583,2835,Wests Tigers
14583,1070,Parramatta Eels
14585,3465,North Queensland Cowboys
14585,2831,Newcastle Knights
14586,6075,Brisbane Broncos
14586,2835,Wests Tigers
14587,530,St George Illawarra Dragons
14587,1155,Penrith Panthers
14589,1236,Bulldogs
14589,5544,Canberra Raiders
14588,902,Melbourne Storm
14588,3465,North Queensland Cowboys
14590,239,Warriors
14590,260,Manly Warringah Sea Eagles
14592,2831,Newcastle Knights
14592,470,Sydney Roosters
14591,211,Cronulla Sutherland Sharks
14591,1070,Parramatta Eels
14593,243,South Sydney Rabbitohs
14593,469,Gold Coast Titans
14594,1155,Penrith Panthers
14594,6075,Brisbane Broncos
14595,470,Sydney Roosters
14595,1236,Bulldogs
14598,469,Gold Coast Titans
14598,530,St George Illawarra Dragons
14596,260,Manly Warringah Sea Eagles
14596,2831,Newcastle Knights
14597,3465,North Queensland Cowboys
14597,243,South Sydney Rabbitohs
14600,2835,Wests Tigers
14600,239,Warriors
14599,1070,Parramatta Eels
14599,902,Melbourne Storm
14601,5544,Canberra Raiders
14601,211,Cronulla Sutherland Sharks
14602,469,Gold Coast Titans
14602,260,Manly Warringah Sea Eagles
14603,2831,Newcastle Knights
14603,530,St George Illawarra Dragons
14605,902,Melbourne Storm
14605,5544,Canberra Raiders
14604,1070,Parramatta Eels
14604,1155,Penrith Panthers
14606,1236,Bulldogs
14606,243,South Sydney Rabbitohs
14608,1155,Penrith Panthers
14608,2831,Newcastle Knights
14607,470,Sydney Roosters
14607,469,Gold Coast Titans
14609,239,Warriors
14609,3465,North Queensland Cowboys
14610,211,Cronulla Sutherland Sharks
14610,260,Manly Warringah Sea Eagles
14611,243,South Sydney Rabbitohs
14611,1070,Parramatta Eels
14613,530,St George Illawarra Dragons
14613,5544,Canberra Raiders
14612,6075,Brisbane Broncos
14612,1236,Bulldogs
14614,2835,Wests Tigers
14614,902,Melbourne Storm
14615,260,Manly Warringah Sea Eagles
14615,1070,Parramatta Eels
14616,3465,North Queensland Cowboys
14616,6075,Brisbane Broncos
14618,469,Gold Coast Titans
14618,1155,Penrith Panthers
14619,1236,Bulldogs
14619,239,Warriors
14617,211,Cronulla Sutherland Sharks
14617,2831,Newcastle Knights
14621,5544,Canberra Raiders
14621,470,Sydney Roosters
14620,243,South Sydney Rabbitohs
14620,2835,Wests Tigers
14622,902,Melbourne Storm
14622,530,St George Illawarra Dragons
14623,6075,Brisbane Broncos
14623,211,Cronulla Sutherland Sharks
14624,1070,Parramatta Eels
14624,3465,North Queensland Cowboys
14626,5544,Canberra Raiders
14626,469,Gold Coast Titans
14625,1155,Penrith Panthers
14625,2835,Wests Tigers
14628,239,Warriors
14628,902,Melbourne Storm
14627,2831,Newcastle Knights
14627,243,South Sydney Rabbitohs
14629,470,Sydney Roosters
14629,260,Manly Warringah Sea Eagles
14630,530,St George Illawarra Dragons
14630,1236,Bulldogs
14631,260,Manly Warringah Sea Eagles
14631,1155,Penrith Panthers
14632,902,Melbourne Storm
14632,469,Gold Coast Titans
14633,211,Cronulla Sutherland Sharks
14633,530,St George Illawarra Dragons
14635,3465,North Queensland Cowboys
14635,470,Sydney Roosters
14634,243,South Sydney Rabbitohs
14634,239,Warriors
14637,2835,Wests Tigers
14637,1236,Bulldogs
14636,6075,Brisbane Broncos
14636,5544,Canberra Raiders
14638,2831,Newcastle Knights
14638,1070,Parramatta Eels
14639,260,Manly Warringah Sea Eagles
14639,902,Melbourne Storm
14640,530,St George Illawarra Dragons
14640,2835,Wests Tigers
14641,239,Warriors
14641,6075,Brisbane Broncos
14642,1236,Bulldogs
14642,3465,North Queensland Cowboys
14643,211,Cronulla Sutherland Sharks
14643,243,South Sydney Rabbitohs
14644,5544,Canberra Raiders
14644,1155,Penrith Panthers
14645,470,Sydney Roosters
14645,1070,Parramatta Eels
14646,469,Gold Coast Titans
14646,2831,Newcastle Knights
14647,6075,Brisbane Broncos
14647,530,St George Illawarra Dragons
14648,902,Melbourne Storm
14648,470,Sydney Roosters
14650,239,Warriors
14650,211,Cronulla Sutherland Sharks
14649,3465,North Queensland Cowboys
14649,469,Gold Coast Titans
14651,1155,Penrith Panthers
14651,1236,Bulldogs
14652,5544,Canberra Raiders
14652,2831,Newcastle Knights
14653,243,South Sydney Rabbitohs
14653,260,Manly Warringah Sea Eagles
14654,1070,Parramatta Eels
14654,2835,Wests Tigers
14655,6075,Brisbane Broncos
14655,469,Gold Coast Titans
14656,211,Cronulla Sutherland Sharks
14656,470,Sydney Roosters
14659,2835,Wests Tigers
14659,260,Manly Warringah Sea Eagles
14658,1236,Bulldogs
14658,1070,Parramatta Eels
14657,2831,Newcastle Knights
14657,3465,North Queensland Cowboys
14661,243,South Sydney Rabbitohs
14661,5544,Canberra Raiders
14660,530,St George Illawarra Dragons
14660,239,Warriors
14662,1155,Penrith Panthers
14662,902,Melbourne Storm
14663,470,Sydney Roosters
14663,243,South Sydney Rabbitohs
14664,2835,Wests Tigers
14664,211,Cronulla Sutherland Sharks
14665,2831,Newcastle Knights
14665,902,Melbourne Storm
14667,3465,North Queensland Cowboys
14667,5544,Canberra Raiders
14666,530,St George Illawarra Dragons
14666,1070,Parramatta Eels
14668,239,Warriors
14668,1155,Penrith Panthers
