,player_id,player_name_comma,player_birthday,total_matches,total_points
0,9652,"BENNETT, Eric",1911-07-09,36,27
0,11559,"BENNETT, Eric",1915-08-21,101,116
0,9043,"BENNETT, Gordon",-,9,3
0,9518,"BENNETT, Grantley",1910-03-17,121,117
0,5352,"BENNETT, Jamie",1975-04-21,2,4
0,10179,"BENNETT, Ken",1913-06-26,12,3
0,13452,"BENNETT, Kevin",-,2,-
0,10102,"BENNETT, Les",-,10,16
0,11561,"BENNETT, Max",-,1,-
0,4284,"BENNETT, Scott",1963-05-31,33,4
0,9291,"BENNING, Frank",1907-05-05,66,15
0,9013,"BENSON, Bill",1893-03-19,109,57
0,11563,"BENSON, John",-,2,-
0,9885,"BENSON, Keith",1917-10-25,9,17
0,984,"BENSON, Peter",1967-01-24,50,104
0,4485,"BENSON, Trevor",1962-04-25,2,-
0,1131,"BENTLEY, Col",1964-09-02,117,48
0,2159,"BENTLEY, John",1966-09-05,10,4
0,7750,"BENYON, Billy",1945-03-07,5,3
0,7861,"BERDIE, Selasi",1986-02-03,2,-
0,9299,"BERECRY, Arthur",1900-01-01,28,9
0,11565,"BERECRY, Bryan",1892-02-20,2,-
0,5423,"BERECRY, Tom",1886-06-15,17,27
0,28027,"BERGMAN, Maurice",-,3,-
0,3845,"BERNE, John",1954-03-14,125,61
0,3182,"BERNE, Michael",1981-10-05,1,4
0,10336,"BERNHARDT, Jack",1923-05-15,10,6
0,11566,"BERRELL, Ernie",1923-01-10,1,-
0,35472,"BERRELL, Jayden",1995-06-14,3+,-
0,114,"BERRIGAN, Barry",1975-06-06,53,28
0,109,"BERRIGAN, Shaun",1978-11-04,241,344
0,20792,"BERRY, Alfred",1889-03-29,1,-
0,30859,"BERRY, Rocco",2001-05-17,43+,40
0,682,"BERTOLI, Adam",-,1,-
0,11567,"BERTOLI, Neil",1940-12-22,1,-
0,11568,"BERTRAND, Norm",1933-10-27,23,6
0,28828,"BEST, Bradman",2001-08-09,87+,148
0,802,"BEST, Colin",1978-11-22,261,436
0,167,"BETHAM, Monty",1978-03-12,101,40
0,1827,"BETTS, Denis",1969-09-14,42,44
0,8187,"BEVAN, Brian",1924-06-24,7,2
0,11569,"BEVAN, Brian",-,3,9
0,10862,"BEVAN, Graham",1945-03-07,6,3
0,4376,"BEVAN, Mark",-,21,66
0,11570,"BEVAN, Owen",-,1,-
0,11571,"BEVAN, Rick",1898-12-04,1,-
0,1440,"BEVERLEY, Cliff",1977-03-25,44,32
0,22617,"BHANA, David",1993-01-10,7,4
0,2717,"BICKERSTAFF, Matt",1976-04-27,103,52
0,11572,"BICKHOFF, Tony",-,3,-
0,3991,"BILBIJA, John",-,49,7
0,4195,"BILES, Les",1962-09-24,54,56
0,11574,"BILLINGHAM, Brendan",-,1,-
0,11575,"BILTON, Roger",-,2,-
0,9417,"BINDER, Alf",-,36,30
0,20837,"BINGE, Caleb",1993-10-29,2,-
0,8732,"BINGLE, Charles",1888-08-20,14,6
0,31335,"BIONDI-ODO, Bailey",2001-12-06,17,8
0,3191,"BIRD, Deon",1976-01-27,14,24
0,303,"BIRD, Greg",1984-02-10,235,262
0,21482,"BIRD, Jack",1995-03-20,156+,160
0,4079,"BIRD, John",1960-09-24,13,7
0,4160,"BIRD, Mark",1958-07-21,1,-
0,11576,"BIRKS, Ray",-,10,-
0,11185,"BIRRELL, Ross",1949-12-17,56,107
0,9609,"BIRTLES, Alf",1913-04-23,50,95
0,11577,"BISCHOFF JNR, William",1938-03-12,151,102
0,11578,"BISCHOFF, William",1912-09-26,36,9
0,5776,"BISHOP, George",1902-11-19,81,74
0,11579,"BISHOP, Glen",1956-08-26,11,-
0,8688,"BISHOP, J",-,2,6
0,925,"BISHOP, Paul",1967-07-05,16,8
0,20142,"BISHOP, Tod",-,1,-
0,6313,"BISHOP, Tommy",1940-10-15,60,66
0,8893,"BISSETT, Harold",1889-06-24,16,6
0,10765,"BISSETT, John",1940-02-22,40,6
0,8773,"BLACK, ?",-,2,7
0,9445,"BLACK, Alby",1908-10-29,52,54
0,2295,"BLACK, Ben",1981-04-29,7,4
0,11582,"BLACK, Bob",-,3,-
0,4483,"BLACK, David",-,6,4
0,11580,"BLACK, Ernie",1918-08-23,2,-
0,11581,"BLACK, J",-,1,-
0,10268,"BLACK, Ray",1922-01-21,32,15
0,11583,"BLACK, Ray",-,10,9
0,11584,"BLACK, Sen",1915-06-01,4,-
0,2545,"BLACK, Warren",-,4,-
0,9409,"BLACK, William",-,21,3
0,4428,"BLACKBURN, Mark",-,24,8
0,30077,"BLACKER, Eddie",1999-12-15,2,-
0,11585,"BLACKER, Jack",1923-10-08,2,-
0,659,"BLACKER, Scott",1971-02-19,14,16
0,631,"BLACKETT, Keith",1972-07-05,32,66
0,11586,"BLACKETT, Keith",1945-06-19,3,10
0,1294,"BLACKLOCK, Nathan",1976-04-04,142,512
0,3923,"BLACKLOCK, Ray",1955-04-06,93,110
0,1883,"BLACKMAN, Ray",-,3,4
0,2155,"BLACKMORE, Richie",1969-07-02,35,52
0,3530,"BLAIR, Adam",1986-03-20,331,56
0,5737,"BLAIR, Alf",1896-01-23,158,354
0,596,"BLAIR, Cameron",1966-07-06,182,60
0,19469,"BLAIR, Cheyse",1992-01-18,82,132
0,2589,"BLAIR, Chris",1964-02-26,20,4
0,5670,"BLAIR, Maurice",1984-10-16,99,94
0,9674,"BLAKE, Alan",1911-02-16,24,3
0,47364,"BLAKE, Arthur",1881-02-01,1,-
0,11587,"BLAKE, Charles",1886-05-22,1,-
0,4032,"BLAKE, Michael",1961-04-20,112,96
0,341,"BLAKE, Phil",1963-11-24,271,574
0,21491,"BLAKE, Waqa",1994-10-26,165,248
0,11588,"BLAKELEY, Malcolm",-,1,-
0,9657,"BLANN, Fred",1914-02-28,23,39
0,5271,"BLASCZAK, Tim",1968-11-11,1,-
0,7856,"BLAYNEY, Reece",1985-07-24,2,-
0,11589,"BLEAKLEY, Michael",-,1,-
0,8961,"BLINCO, Jack",1889-05-02,31,3
0,5723,"BLINKHORN, Cec",1892-04-18,107,268
0,10714,"BLINKHORN, Doug",-,13,12
0,4329,"BLINKHORN, Geoff",1961-03-09,26,-
0,10617,"BLINKHORN, Harold",-,72,15
0,11590,"BLINKHORN, Jack",1931-09-10,60,-
0,5901,"BLISS, Johnny",1920-08-30,126,240
0,9724,"BLOMGREN, Anthony",1915-11-22,34,9
0,10619,"BLOOD, Mick",-,12,3
0,8649,"BLOOMFIELD, Harry",1882-10-07,11,23
0,11591,"BLOOMFIELD, Peter",-,6,-
0,29962,"BLORE, Shawn",2000-08-01,57+,12
0,10925,"BLOWES, Brian",-,13,6
0,10772,"BLUME, Heinz",-,15,3
0,11592,"BLUNDELL, Barry",1932-05-29,33,6
0,9437,"BLUNDELL, Claude",1908-04-06,16,15
0,11593,"BLUNDELL, Rod",-,2,-
0,3970,"BLYTH, Steve",1954-07-15,93,24
0,2565,"BLYTHE, Darren",-,8,2
0,3960,"BOATSWAIN, Glen",1955-11-26,49,42
0,3943,"BOATSWAIN, Grant",-,9,-
0,11594,"BOATSWAIN, Merv",-,2,-
0,11595,"BOATWRIGHT, Doug",-,1,-
0,3109,"BOBBIN, Andrew",1978-11-08,1,-
0,11177,"BOCKOS, Phil",-,2,3
0,9180,"BODDINGTON, George",1898-10-29,61,30
0,4382,"BODEN, Michael",-,1,-
0,5967,"BODEN, Ron",1936-10-16,36,27
0,10673,"BOLAND, Bob",1938-01-07,201,55
0,13453,"BOLAND, Edmund",1884-09-07,40,3
0,11598,"BOLAND, Jim",-,1,-
0,11599,"BOLAND, Noel",-,3,3
0,52181,"BOLAND, Paddy",1881-03-11,1,-
0,9004,"BOLAND, Terry",-,1,-
0,3782,"BOLAND, Warren",1954-02-11,118,96
0,9856,"BOLER, Allan",1911-11-27,21,33
0,8922,"BOLEWSKI, Alec",1891-08-19,113,305
0,8875,"BOLEWSKI, Henry",1890-08-04,50,84
0,11194,"BOLIN, Bob",1950-05-04,24,9
0,8667,"BOLLARD, Arthur",1879-04-17,25,18
0,8889,"BOLT, Herbert",1893-09-10,43,18
0,1016,"BOLT, Michael",1961-02-06,171,34
0,11600,"BOLT, Percy",-,9,-
0,5115,"BOLTON, Adrian",-,2,-
0,6269,"BOLTON, Dave",1937-04-27,78,71
0,5571,"BOLTON, Scott",1987-05-09,246,78
0,4158,"BON, Lui",-,1,-
0,16884,"BOND, Paul",1965-07-13,1,-
0,9373,"BONDIETTI, Greg",1905-06-02,13,3
0,1345,"BONETTI, Simon",1977-01-10,142,8
0,11061,"BONHAM, John",1948-09-25,75,436
0,1492,"BONNER, Dayle",-,17,-
0,3984,"BONNER, Des",1953-07-01,18,3
0,10073,"BONNER, Frank",1924-10-12,24,124
0,9903,"BONNYMAN, Jack",1920-03-21,58,45
0,11601,"BONSER, Henry",1918-02-14,1,-
0,7475,"BONSER, Ted",1928-06-15,21,24
0,568,"BONUS, Anthony",-,12,-
0,10897,"BONUS, Jim",-,9,12
0,2775,"BOOBY, Damon",-,2,8
0,11021,"BOOBY, John",-,36,166
0,10146,"BOOCKER, Denis",-,13,30
0,7840,"BOOR, Brandon",1988-03-27,2,-
0,30078,"BOOTH, Aaron",1995-10-01,10,-
0,10744,"BOOTH, Fred",-,7,3
0,2723,"BOOTH, Mark",-,3,-
0,11602,"BOOTH, Noel",1908-11-14,5,-
0,9191,"BOOTH, Robert",1901-04-14,5,6
0,7548,"BOOTH, Ron",1929-03-13,66,277
0,2039,"BOOTH, Simon",1956-10-05,140,110
0,2586,"BORG, Craig",-,5,-
0,10109,"BORGER, Jim",-,12,6
0,17147,"BOSDEN, Jack",1989-01-17,8,4
0,11604,"BOSLER, Johnny",1933-02-04,2,-
0,3145,"BOSNICH, Dean",1980-09-20,45,20
0,10995,"BOSS, Barry",-,5,3
0,3048,"BOSSE, Stephen",1974-04-02,4,-
0,8975,"BOSSI, Alf",-,35,27
0,11605,"BOSSI, Roy",1894-04-07,6,-
0,37436,"BOSTOCK, Jack",2003-08-28,27+,64
0,3053,"BOSTOCK, Josh",1974-01-24,2,4
0,11606,"BOTHAM, Ray",1922-08-07,3,-
0,1826,"BOTICA, Frano",1963-08-03,5,46
0,110,"BOTT, Leon",1981-10-19,26,56
0,3199,"BOUGHTON, Dave",1970-02-27,99,44
0,11065,"BOULTON, Peter",-,95,6
0,11607,"BOURKE, Brian",1910-09-04,3,-
0,4448,"BOURKE, David",-,3,4
0,193,"BOURKE, Greg",1973-09-05,40,142
0,11608,"BOURKE, Ken",1958-11-13,5,-
0,3766,"BOURKE, Rick",1953-11-16,156,114
0,11609,"BOURKE, Terry",1935-01-17,7,-
0,9872,"BOURKE, Tom",1918-04-04,147,293
0,2530,"BOURNE, Glenn",-,31,8
0,11610,"BOURNE, Kevin",-,3,-
0,11611,"BOUSFIELD, Ken",-,12,-
0,1082,"BOUSTEAD, Kerry",1959-08-12,180,248
0,6,"BOUVENG, David",1973-02-06,43,68
0,1540,"BOWDEN, Steve",1955-05-27,81,42
0,11614,"BOWEN, Bert",1917-10-04,4,-
0,304,"BOWEN, Brenton",1983-05-21,50,96
0,2289,"BOWEN, Craig",-,9,8
0,9325,"BOWEN, Dave",1900-05-06,4,3
0,11613,"BOWEN, Eddie",-,5,-
0,10932,"BOWEN, Grahame",1946-09-07,111,54
0,22624,"BOWEN, Javid",1993-03-30,45,52
0,123,"BOWEN, Matt",1982-03-09,270,597
0,10378,"BOWER, Bob",-,71,27
0,3157,"BOWER, Damien",1980-06-17,12,-
0,11615,"BOWERS, Henry",1915-12-30,7,-
0,7842,"BOWIE, Sam",1989-03-30,1,-
0,3950,"BOWLER, Ian",-,2,-
0,11090,"BOWLES, Terry",-,10,3
0,7512,"BOWMAN, Jack",1930-08-30,60,33
0,7,"BOWMAN, Paul",1976-01-24,203,250
0,5231,"BOWNE, Lindsay",-,26,52
0,9919,"BOWREY, Arthur",1916-05-16,21,12
0,11051,"BOWREY, Kevin",-,7,3
0,9944,"BOX, Gil",1916-07-14,52,15
0,21547,"BOYCE, Joe",1994-02-01,1,-
0,602,"BOYD, Brett",1972-03-28,131,58
0,10777,"BOYD, Cliff",1941-11-19,70,18
0,3516,"BOYD, Darius",1987-07-17,337,348
0,520,"BOYD, David",1966-05-13,157,38
0,11616,"BOYD, Frank",1905-09-22,3,-
0,11379,"BOYD, Gary",-,6,3
0,11617,"BOYD, George",-,2,-
0,11383,"BOYD, L",-,2,3
0,1537,"BOYD, Les",1956-11-17,142,117
0,23781,"BOYD, Lew",1909-04-22,8,49
0,20281,"BOYD, Shannon",1992-09-09,125,36
0,5157,"BOYD, Shayne",1969-07-24,10,-
0,28831,"BOYD, Tanah",2000-07-28,69+,255
0,11618,"BOYD, W",-,1,-
0,434,"BOYLE, David",1959-08-31,168,28
0,5172,"BOYLE, David",1971-07-03,117,144
0,11619,"BOYLE, Harold",1888-03-06,3,-
0,10872,"BOYLE, Les",-,30,12
0,23474,"BOYLE, Morgan",1996-07-17,48,4
0,9471,"BOYLE, Morrie",1909-08-19,33,96
0,26276,"BOYS, Jack",-,1,-
0,9051,"BOYS, Paul",1900-08-11,25,52
0,1471,"BRABEK, Michael",1979-02-18,18,-
0,11216,"BRACKEN, Geoff",-,4,6
0,11621,"BRACKEN, Peter",1931-06-19,17,-
0,3638,"BRACKENREG, Herb",1876-08-07,11,40
0,3143,"BRADFORD, Tarin",1980-05-22,5,8
0,526,"BRADLEY, Graeme",1964-03-20,181,140
0,10442,"BRADLEY, Jack",-,45,114
0,31340,"BRADLEY, Kane",2000-02-03,8,8
0,9117,"BRADLEY, Roger",1892-12-08,5,3
0,2315,"BRADLEY-QALILAWA, Nick",1980-03-28,42,56
0,11622,"BRADSHAW, Stan",1911-07-04,2,-
0,11623,"BRADSTOCK, Barry",-,5,2
0,11157,"BRADSTOCK, John",1950-01-13,53,183
0,11260,"BRADSTOCK, Kevin",-,17,32
0,6022,"BRADSTREET, Bill",1945-06-29,111,150
0,3036,"BRADSTREET, Darren",1974-11-14,31,42
0,11624,"BRADSTREET, Fred",1914-12-03,1,-
0,9435,"BRADY, Alan",1909-09-14,134,213
0,10198,"BRADY, Kevin",1924-06-25,3,3
0,11377,"BRADY, Peter",-,5,3
0,2808,"BRADY-SMITH, Tristan",1977-08-28,10,12
0,10993,"BRAGG, Jim",-,4,6
0,11625,"BRAGG, Spencer",-,1,-
0,28206,"BRAILEY, Blayke",1998-09-23,138+,60
0,10705,"BRAILEY, Brian",-,16,3
0,23398,"BRAILEY, Jayden",1996-04-09,130+,56
0,9997,"BRAILEY, Jim",1919-10-10,63,24
0,9365,"BRAIN, Stan",1903-11-05,61,45
0,11626,"BRAIN, Wayne",-,10,-
0,11313,"BRAMLEY, Col",-,20,12
0,10977,"BRANDLEY, Dennis",-,36,15
0,10792,"BRANIGHAN, Arthur",1943-02-28,93,63
0,2303,"BRANIGHAN, Luke",1981-06-29,16,8
0,6066,"BRANIGHAN, Ray",1947-12-05,171,334
0,1270,"BRANN, Anthony",1970-08-27,59,4
0,11628,"BRANNIGAN, John",-,8,-
0,6036,"BRANSON, Tony",1947-12-18,101,76
0,192,"BRASHER, Tim",1971-03-16,244,610
0,6060,"BRASS, John",1946-10-07,143,715
0,8895,"BRASSILL, Jim",1890-03-28,40,39
0,11629,"BRATT, Geoff",1929-03-11,5,9
0,10183,"BRAY, Bill",1917-06-10,26,12
0,11630,"BRAY, Ed",-,20,-
0,10488,"BRAY, Ken",-,40,246
0,9636,"BRAYBROOK, Garnet",1910-01-14,32,85
0,11631,"BREADON, Dick",-,9,-
0,11632,"BREEN, Chris",-,3,-
0,5050,"BREEN, Craig",-,2,4
0,11633,"BREEN, James",1899-02-13,11,12
0,9006,"BREEN, Jim",-,14,18
0,707,"BREEN, Scott",1971-06-15,2,-
0,9536,"BRENNAN, Joe",1908-02-03,11,17
0,9452,"BRENNAN, John",-,8,3
0,9571,"BRENNAN, Len",1911-02-26,41,62
0,7468,"BRENNAN, Les",1931-04-18,24,96
0,4152,"BRENNAN, Mark",-,16,-
0,1528,"BRENNAN, Mitch",1954-10-30,99,157
0,10218,"BRENNAN, Neville",1928-10-28,18,9
0,9475,"BRENNAN, R",-,2,3
0,11634,"BRENNAN, Ray",-,3,-
0,4081,"BRENNAN, Rowan",1958-04-13,47,11
0,10491,"BRENNAN, Ted",1931-04-26,9,44
0,11635,"BRENNING, Bob",1932-04-12,22,-
0,1518,"BRENTNALL, Greg",1956-12-05,108,86
0,11027,"BRENTON, Tony",-,30,27
0,7493,"BREST, John",-,10,49
0,9930,"BREW, Bill",1918-10-17,12,5
0,9754,"BREWER, Bill",1906-10-03,58,12
0,479,"BREWER, Johnny",1972-02-14,5,-
0,11636,"BREWIS, George",1928-12-11,1,-
0,10087,"BRIAN, Finley",-,2,3
0,11311,"BRIAN, Jeff",-,9,39
0,752,"BRIDESON, Adam",1981-04-17,22,8
0,11637,"BRIDGE, Ellis",1935-02-09,2,-
0,2510,"BRIDGE, Gary",1961-06-23,122,144
0,11097,"BRIDGEWATER, Dave",-,11,3
0,11638,"BRIDGMAN, John",1902-03-04,14,-
0,9100,"BRIEN, Dally",1890-08-09,7,27
0,9250,"BRIEN, Jerry",1904-12-08,42,26
0,11639,"BRIEN, Nick",1881-01-23,9,-
0,17304,"BRIEN, Rory",1991-10-15,1,-
0,9547,"BRIERLEY, John",1911-09-21,26,18
0,3996,"BRIGGINSHAW, Larry",1959-08-05,1,-
0,14193,"BRIGGS, Barry",-,19,3
0,5680,"BRIGGS, Fred",1980-02-03,17,-
0,10154,"BRIGGS, Tom",1919-07-29,27,63
0,11640,"BRIGHT, Ernie",-,2,-
0,11641,"BRIGHTON, Fred",-,3,-
0,11642,"BRIGHTON, Harry",-,39,-
0,11643,"BRIGHTWELL, Ron",-,4,-
0,14215,"BRIGHTWELL, Tony",1957-07-25,1,-
0,26150,"BRIMSON, AJ",1998-09-09,112+,172
0,11644,"BRINGOLF, John",-,1,-
0,16089,"BRINKLEY, Col",-,1,-
0,13457,"BRISCOE, Percy",1890-06-04,2,-
0,8641,"BRISCOE, Ted",1888-09-22,4,3
0,1335,"BRISTOW, Adam",1973-06-24,31,20
0,99,"BRITT, Darren",1969-10-09,227,48
0,23751,"BRITT, Dean",1994-03-17,29,4
0,4136,"BRITT, Gary",1962-03-21,19,24
0,28615,"BRITTAIN, Billy",1994-05-19,7,-
0,591,"BRITTEN, Jonathan",1971-05-21,55,72
0,11645,"BROACH, Les",-,27,-
0,10968,"BROAD, Bob",1950-05-03,60,18
0,11042,"BROAD, Keith",-,4,3
0,4012,"BROADHURST, Mark",-,68,23
0,4019,"BROCKWELL, Simon",1956-12-27,106,87
0,11646,"BRODERICK, Pat",-,16,-
0,3938,"BRODRICK, Ron",-,19,18
0,5771,"BROGAN, Bill",1900-04-28,64,36
0,9249,"BROGAN, Frank",1903-12-14,50,15
0,10105,"BROGAN, Ken",1927-02-07,77,97
0,11647,"BROGAN, Neville",1930-04-29,7,7
0,7482,"BROGAN, Terry",-,14,-
0,1558,"BROHMAN, Darryl",1956-06-22,118,54
0,4405,"BROKENSHIRE, Mark",1961-02-28,103,-
0,9000,"BROLLY, Dave",-,39,21
0,20877,"BROLLY, Eddie",1894-02-01,1,-
0,21878,"BROLLY, Jack",-,1,-
0,11648,"BROLLY, John",-,1,-
0,14505,"BROMWICH, Jesse",1989-05-03,338,136
0,20255,"BROMWICH, Kenny",1991-09-22,258+,128
0,1444,"BROOKER, Justin",1977-08-08,32,48
0,47372,"BROOKES, William",1892-05-30,1,-
0,11649,"BROOKS, D",-,2,-
0,851,"BROOKS, David",1962-05-24,174,273
0,9125,"BROOKS, Edward",1890-06-03,51,6
0,20580,"BROOKS, Luke",1994-12-21,231+,253
0,3621,"BROOMHAM, Albert",1885-07-15,67,102
0,11650,"BROOMHAM, Ernest",1887-07-05,3,-
0,10860,"BROPHY, Jim",1940-02-15,13,6
0,25632,"BROPHY, Paul",-,1,-
0,11651,"BROUGHTON, Paul",1931-03-03,8,3
0,4066,"BROUGHTON, Steve",1957-03-08,81,156
0,11075,"BROUWER, Derek",-,23,9
0,1287,"BROWN, Adam",1977-01-27,16,80
0,10837,"BROWN, Arch",-,72,460
0,11653,"BROWN, Arthur",1881-03-28,7,3
0,13458,"BROWN, Arthur",1893-04-03,10,-
0,13459,"BROWN, Arthur",-,1,-
0,11666,"BROWN, Bill",1916-06-15,44,3
0,7498,"BROWN, Bill",1934-05-19,53,30
0,4500,"BROWN, Brian",-,1,-
0,9889,"BROWN, Bruce",1919-02-05,68,93
0,9738,"BROWN, Charlie",1911-07-12,6,6
0,10713,"BROWN, Col",1938-10-31,137,12
0,3068,"BROWN, Daniel",1976-11-09,5,-
0,473,"BROWN, Darren",1969-04-29,147,140
0,7415,"BROWN, Dave",1913-04-04,94,665
0,1560,"BROWN, Dave",1957-12-05,94,14
0,11655,"BROWN, Dave",1940-07-13,51,36
0,8635,"BROWN, David",1886-05-13,21,6
0,9450,"BROWN, Dick",1904-07-10,77,21
0,28213,"BROWN, Dylan",2000-06-21,123+,128
0,20835,"BROWN, Fa'amanu",1994-12-24,62,44
0,11656,"BROWN, Fred",1923-03-19,106,57
0,10096,"BROWN, Fred",-,33,51
0,9135,"BROWN, George",-,16,42
0,13460,"BROWN, George",1907-04-23,6,-
0,13461,"BROWN, George",-,1,-
0,11657,"BROWN, Glen",1945-06-02,3,-
0,4178,"BROWN, Greg",1962-04-24,21,4
0,11658,"BROWN, Harry",1911-03-30,7,-
0,8933,"BROWN, Henry",-,49,52
0,9008,"BROWN, J",-,13,3
0,9818,"BROWN, Jack",-,3,6
0,10636,"BROWN, Jack",-,70,27
0,11659,"BROWN, John",-,3,16
0,6074,"BROWN, Johnny",1915-05-16,57,30
0,11660,"BROWN, Kel",1946-11-23,24,-
0,11716,"BROWN, Kevin",1933-04-03,136,99
0,11717,"BROWN, Kevin",-,94,51
0,10059,"BROWN, Les",-,19,15
0,13862,"BROWN, Lewis",1986-10-03,198,136
0,14216,"BROWN, MIchael",1886-12-30,2,-
0,10883,"BROWN, Max",1946-12-23,128,210
0,1828,"BROWN, Michael",1970-08-12,56,36
0,5487,"BROWN, Mitch",1987-11-07,132,158
0,20581,"BROWN, Nathan",1993-03-01,170+,24
0,530,"BROWN, Nathan",1973-07-31,171,128
0,8780,"BROWN, Os",1889-08-04,48,25
0,6988,"BROWN, Peter",-,16,15
0,11661,"BROWN, R",-,8,-
0,1562,"BROWN, Ray",1957-04-12,115,29
0,2119,"BROWN, Riley",1984-10-15,76,28
0,11662,"BROWN, Ron",-,1,-
0,11663,"BROWN, Ron",1938-03-09,5,-
0,2661,"BROWN, Scott",1971-05-07,7,-
0,11664,"BROWN, Stan",-,1,-
0,5196,"BROWN, Tom",-,3,-
0,5955,"BROWN, Tony",1936-02-20,119,72
0,1720,"BROWN, Trent",1975-11-04,5,-
0,11665,"BROWN, Wally",-,18,6
0,5569,"BROWN, Willie",1979-01-21,2,-
0,2288,"BROWNE, Damian",1975-02-21,30,8
0,10821,"BROWNE, Hal",-,73,81
0,11667,"BROWNE, Robert",-,1,-
0,4098,"BROWNE, Stan",1962-05-17,75,52
0,14526,"BROWNE, Tim",1987-12-27,103,14
0,4468,"BROWNING, Russell",-,4,-
0,11668,"BROWNLEE, Thomas",1888-02-07,26,9
0,11669,"BRUCE, C",-,3,3
0,8774,"BRUCE, Tom",1885-04-19,29,12
0,8995,"BRUCE, William",-,9,6
0,445,"BRUNKER, Adrian",1970-09-23,131,260
0,14531,"BRUNTON, Sam",1990-02-20,3,-
0,10230,"BRYAN, Des",-,46,36
0,8718,"BRYANT, Andrew",1886-03-11,13,3
0,10896,"BRYANT, Barry",1945-05-23,136,75
0,10859,"BRYANT, Clive",-,19,12
0,11671,"BRYANT, Harold",1906-01-13,3,-
0,4137,"BRYANT, Harry",-,9,-
0,52184,"BRYANT, Len",1891-03-04,4,-
0,1365,"BRYANT, Mark",1981-04-10,100,12
0,10914,"BRYANT, Mick",-,12,12
0,10422,"BRYANT, Ralph",-,17,24
0,9632,"BRYANT, Sammy",1904-06-19,14,3
0,47375,"BRYSON, Kevin",-,1,-
0,4495,"BUBB, Adrian",-,1,-
0,11673,"BUCHAN, Bruce",-,8,-
0,11674,"BUCHAN, Tony",-,2,-
0,3805,"BUCHANAN, Brad",1956-09-10,34,-
0,9650,"BUCHANAN, Fred",1908-06-20,9,6
0,11675,"BUCHANAN, Gordon",-,1,-
0,20265,"BUCHANAN, Jack",1992-04-10,41,4
0,5294,"BUCHANAN, Paul",-,2,-
0,2790,"BUCKINGHAM, Steve",-,2,-
0,11676,"BUCKLAND, Harold",1909-12-16,2,-
0,11677,"BUCKLE, Alexander",1899-08-27,1,-
0,9837,"BUCKLEY, Dawson",1917-03-24,113,66
0,9486,"BUCKLEY, Frank",1907-07-28,26,2
0,3891,"BUCKLEY, Grahame",1957-06-04,60,19
0,3883,"BUCKLEY, Wayne",-,13,12
0,9429,"BUCKLEY, William",1907-01-03,5,3
0,11054,"BUCKNALL, John",-,35,6
0,11137,"BUCKPITT, Tony",-,9,6
0,30660,"BUDDEN, Jason",-,2,-
0,782,"BUDERUS, Danny",1978-02-06,257,246
0,11678,"BUDNICK, Alf",1895-09-17,1,-
0,476,"BUETTNER, Michael",1973-10-30,263,538
0,9929,"BUFFETT, Ron",1918-10-20,14,4
0,7521,"BUGDEN, Bobby",1936-02-25,209,282
0,1104,"BUGDEN, Geoff",1960-09-06,145,42
0,10782,"BUGDEN, Ian",1944-09-26,11,3
0,2537,"BUGDEN, Mark",1961-12-08,120,56
0,9998,"BUGDEN, Paddy",1918-12-18,56,27
0,14546,"BUHRER, Jamie",1989-11-28,173,76
0,8954,"BUIST, Walter",1890-01-26,24,9
0,1470,"BUKO, David",1972-03-19,8,8
0,2533,"BUKOWSKI, Gary",1966-02-07,31,-
0,8575,"BUKUYA, Jayson",1989-04-21,186,104
0,37248,"BULA, Jahream",2002-01-30,39+,60
0,3256,"BULGARELLI, Jason",1976-05-20,27,24
0,11679,"BULGER, Fred",1913-03-10,14,-
0,5874,"BULGIN, Vic",1927-11-27,43,78
0,9285,"BULL, Les",1899-07-06,126,51
0,11680,"BULL, Martin",1959-07-26,1,-
0,5892,"BULL, Roy",1929-06-12,177,75
0,29767,"BULLEMOR, Ethan",2000-02-21,83+,36
0,11681,"BULLOCK, Arthur",1898-06-04,3,3
0,11682,"BULLOCK, Richard",1895-07-12,11,-
0,10848,"BULLOCK, Ross",-,33,9
0,10563,"BULLUSS, John",-,11,9
0,2702,"BULMER, Andrew",-,1,-
0,11683,"BULTITUDE, Geoff",-,15,6
0,11684,"BURDEN, Tom",-,3,6
0,8698,"BURDETT, Ernie",-,101,51
0,8675,"BURDON, Alex",1879-03-31,19,18
0,13464,"BURDON, Dick",1877-08-08,4,-
0,9707,"BURDON, Ted",-,11,9
0,11685,"BURDON, Tom",-,7,6
0,8888,"BURDUS, Albert",1885-01-21,22,3
0,10014,"BURFORD, Bernie",1918-12-01,19,45
0,8715,"BURGE, Alby",1888-06-04,75,219
0,7530,"BURGE, Don",1924-03-07,24,33
0,5384,"BURGE, Frank",1894-08-14,153,542
0,11686,"BURGE, Fred",-,1,-
0,9014,"BURGE, Laidley",1896-12-04,64,49
0,8795,"BURGE, Peter",1884-02-15,17,3
0,10377,"BURGESS, Bruce",-,15,30
0,17309,"BURGESS, Bruce",-,5,-
0,19787,"BURGESS, George",1992-04-21,153,52
0,986,"BURGESS, Glenn",1963-11-17,82,44
0,20212,"BURGESS, Joe",1994-10-14,13,28
0,5705,"BURGESS, Luke",1987-02-20,71,8
0,5169,"BURGESS, Robert",-,2,-
0,3482,"BURGESS, Sam",1988-12-14,182,176
0,16889,"BURGESS, Thomas",1992-04-21,249,90
